,Date,Volume,Kurs,Kurs_mean_1,Kurs_mean_2,Kurs_mean_3,Kurs_std+,Kurs_std-,Einstandspreis,smaller_6_3
0,2021-10-01,36959492526,39600.681641,44672.908558409086,49290.49672167858,51515.20288098217,47912.11330892962,41433.70380788855,37000,
1,2021-10-02,26405455522,41292.042969,44995.21858741667,49421.23942632759,51489.64059085967,48279.300440446495,41711.13673438684,37000,
2,2021-10-03,22950548222,41525.105469,45257.92277661539,49550.63613295001,51431.95386596554,48541.76242950798,41974.083123722805,37000,
3,2021-10-04,28738204927,41504.5410155,45581.652343892856,49661.481350951624,51392.060613211885,48961.19471104298,42202.10997674273,37000,
4,2021-10-05,30936829914,43469.4453125,45980.75338553333,49760.30444350001,51390.030273566685,49585.57288418275,42375.93388688391,37000,
5,2021-10-06,42435587147,45916.076172,46406.62561046875,49885.4154239091,51379.53816611477,50283.516522208454,42529.734698729044,37000,
6,2021-10-07,31842075157,47099.810547,46740.889476235294,50001.52223129413,51374.154675032274,50739.68180498364,42742.09714748695,37000,
7,2021-10-08,30081144601,47454.9941405,47082.44151488889,50101.46707602858,51351.5141990397,51223.64570689764,42941.23732288014,37000,
8,2021-10-09,28081699148,47163.5976565,47453.621093868416,50192.149685472235,51309.01370252345,51791.19293398864,43116.04925374819,37000,
9,2021-10-10,34176954639,47811.869141,47882.860547000004,50259.948057567584,51177.610967676934,52520.664039779156,43245.05705422085,37000,
10,2021-10-11,36904742451,48563.8300785,48237.15671516667,50357.36132826317,51055.885801500015,53040.2600292837,43434.053401049634,37000,
11,2021-10-12,35630095368,48540.6289065,48464.269531386366,50516.9814704872,50942.90205236568,53271.14008933427,43657.39897343846,37000,
12,2021-10-13,35944622965,48410.373047,49037.09383890909,50709.33432631251,50860.666992308834,53474.064218328,44600.123459490176,37000,
13,2021-10-14,31591335859,49790.1367185,49525.23171177273,50869.61247156099,50764.46170188407,53649.24280543543,45401.22061811003,37000,
14,2021-10-15,44639142500,51568.1679685,50070.13467695454,51005.365234511926,50658.70100457859,53865.649803316934,46274.61955059215,37000,
15,2021-10-16,29527448010,52794.7089845,50598.30202427273,51117.66270000002,50549.6658781972,53924.572341925144,47272.03170662031,37000,
16,2021-10-17,25035394378,52089.1113285,50965.63370040909,51229.104714272755,50439.09101031252,53888.96828260813,48042.299118210045,37000,
17,2021-10-18,32768426725,52888.826172,51219.36434672727,51344.29696194447,50350.04345045892,53917.09519357545,48521.63349987909,37000,
18,2021-10-19,34788514253,54134.8535155,51491.28364715909,51464.896696804375,50244.1397277365,54052.02129078047,48930.54600353772,37000,
19,2021-10-20,35004469846,56038.41015650001,51757.10848736364,51518.94385818088,50135.26804699335,54178.65396976887,49335.563004958414,37000,
20,2021-10-21,39492048235,55323.0800785,52021.80122529546,51543.935424937525,50036.7383070658,54225.824129874636,49817.77832071628,37000,
21,2021-10-22,33007497760,53233.638671999994,52249.617187636366,51548.533123540845,49943.38159508443,54247.11514907071,50252.11922620202,37000,
22,2021-10-23,23091004859,52202.8164065,52491.66885665909,51523.728984510024,49833.59049491027,54338.20283661773,50645.134876700446,37000,
23,2021-10-24,23468371588,52031.076172,52732.233309772724,51532.579005951,49725.96051732912,54372.774062493256,51091.69255705219,37000,
24,2021-10-25,26759780838,53512.970703,52963.561434772724,51552.10997608657,49630.36828625626,54295.44046320457,51631.68240634088,37000,
25,2021-10-26,30077143516,53124.2226565,53126.10253920455,51542.84301309437,49526.221185500006,54254.9888556266,51997.216222782496,37000,
26,2021-10-27,37639952956,51550.7421875,53177.5807885,51522.25488293521,49441.12740579879,54256.76889972309,52098.39267727692,37000,
27,2021-10-28,38739882231,51498.150391,53230.62366847728,51506.8143822273,49368.38686006025,54318.73837524565,52142.50896170891,37000,
28,2021-10-29,31880097022,53082.0351565,53434.870738772726,51515.20288098217,49302.73400309525,54705.01196884592,52164.72950869953,37000,
29,2021-10-30,27815652165,53303.140625,53676.79208111364,51701.94342925003,49254.338097547065,55296.68366017792,52056.900502049364,37000,
30,2021-10-31,27898987362,52986.837891,53819.78684320455,51824.29642171431,49202.35701319768,55611.7502008805,52027.8234855286,37000,
31,2021-11-01,31165444999,52823.8203125,53844.00585952273,51959.17403750895,49148.30982860346,55670.64763525078,52017.36408379468,37000,
32,2021-11-02,32598888626,53888.966797,53867.236594613634,52133.561523562516,49103.929687619326,55716.69197225778,52017.78121696949,37000,
33,2021-11-03,31101912716,53833.046875,53993.939897159085,52263.5716379643,49039.03432244944,55892.74575147589,52095.13404284228,37000,
34,2021-11-04,28225688676,53499.591797,54185.30078138635,52355.1731655893,48956.65857216667,56107.00224332003,52263.599319452675,37000,
35,2021-11-05,26494469926,53366.041016,54406.24662654544,52406.03020381252,48874.192415126374,56347.804719777414,52464.68853331347,37000,
36,2021-11-06,25187135416,52700.689453,54428.61674374999,52427.038923125016,48794.29974111413,56362.211486525186,52495.02200097479,37000,
37,2021-11-07,21374622401,53961.652344,54410.17658038635,52348.54317814287,48714.505103446245,56358.68030527929,52461.672855493416,37000,
